Year,Years_of_Schooling,Literacy_Rate_15_24,Primary_Completion_Rate,Lower_Secondary_Completion,Upper_Secondary_Completion
2018,103.0,,63.0,68.0,70.0
2018,60.0,,,,40.0
2018,536.0,,287.0,373.0,351.0
2018,363.0,,149.0,192.0,193.0
2018,144.0,,83.0,118.0,92.0
2018,1209.0,,665.0,878.0,741.0
2018,2476.0,,1587.0,2085.0,1482.0
2018,110.0,,49.0,67.0,71.0
2018,61.0,,,42.0,39.0
2018,36.0,,,,
2019,744.0,,479.0,631.0,449.0
2019,815.0,,441.0,652.0,468.0
2019,933.0,,475.0,685.0,559.0
2019,951.0,,444.0,596.0,582.0
2019,52.0,,30.0,36.0,34.0
2019,35.0,,,34.0,
2019,61.0,,46.0,65.0,38.0
2019,93.0,,46.0,52.0,58.0
2019,68.0,,53.0,65.0,35.0
2019,611.0,,390.0,525.0,366.0
2019,119.0,,59.0,71.0,78.0
2019,53.0,,40.0,51.0,38.0
2019,872.0,,482.0,668.0,548.0
2019,31.0,,,32.0,
2019,889.0,,535.0,665.0,518.0
2019,833.0,,511.0,666.0,507.0
2019,697.0,,392.0,571.0,439.0
2019,33.0,,,,
2019,105.0,,44.0,60.0,68.0
2019,37.0,,,,
2019,33.0,,,,
2019,41.0,,,,
2019,31.0,,,,
2019,30.0,,,,
2019,102.0,,41.0,79.0,55.0
2019,65.0,,41.0,48.0,37.0
2019,915.0,,541.0,719.0,576.0
2019,262.0,,164.0,219.0,167.0
2019,70.0,,49.0,59.0,34.0
2019,36.0,,,34.0,
2019,68.0,,50.0,58.0,38.0
2019,124.0,,74.0,105.0,77.0
2019,54.0,,30.0,49.0,30.0
2019,51.0,,,38.0,35.0
2019,38.0,,30.0,31.0,
2019,93.0,,76.0,70.0,59.0
2019,52.0,,34.0,39.0,30.0
2019,122.0,,49.0,76.0,69.0
2019,84.0,,52.0,82.0,55.0
2019,60.0,,37.0,58.0,38.0
2019,73.0,,41.0,61.0,53.0
2019,57.0,,38.0,51.0,37.0
2019,43.0,,48.0,56.0,
2019,48.0,,,41.0,
2019,56.0,,38.0,41.0,39.0
2019,44.0,,,32.0,
2019,88.0,,49.0,45.0,52.0
2019,72.0,,42.0,54.0,50.0
2019,177.0,,96.0,121.0,98.0
2019,102.0,,63.0,67.0,67.0
2019,60.0,,36.0,44.0,32.0
2019,92.0,,66.0,79.0,67.0
2019,67.0,,42.0,64.0,40.0
2019,81.0,,39.0,49.0,54.0
2019,91.0,,58.0,78.0,49.0
2019,39.0,,,,
2019,71.0,,41.0,60.0,36.0
2019,73.0,,35.0,57.0,47.0
2019,36.0,,,35.0,
2019,40.0,,,,
2019,35.0,,,,
2019,31.0,,,,
2019,1823.0,,926.0,1264.0,1130.0
2019,1848.0,,1016.0,1404.0,1135.0
2019,1704.0,,976.0,1317.0,986.0
2019,1577.0,,990.0,1297.0,956.0
2019,1308.0,,782.0,1096.0,805.0
2019,39.0,,,33.0,
2019,46.0,,,,
2019,187.0,,86.0,150.0,118.0
2019,69.0,,56.0,73.0,47.0
2019,43.0,,33.0,49.0,
2019,40.0,,,37.0,
2019,33.0,,,,
2019,31.0,,,,
2019,34.0,,,,
2019,69.0,,35.0,48.0,48.0
2019,32.0,,,,
2019,62.0,,36.0,34.0,42.0
2019,46.0,,,31.0,39.0
2019,72.0,,32.0,51.0,45.0
2019,59.0,,,33.0,30.0
2019,37.0,,,,
2019,35.0,,,,
2019,48.0,,,,32.0
2019,61.0,,35.0,42.0,35.0
2019,32.0,,,31.0,
2019,41.0,,,,
2019,35.0,,,,
2019,83.0,,33.0,47.0,55.0
2019,57.0,,38.0,43.0,35.0
2019,40.0,,,,
2019,59.0,,33.0,41.0,34.0
2019,92.0,,34.0,64.0,53.0
2019,34.0,,,,
2019,39.0,,,,
2019,60.0,,,34.0,32.0
2019,82.0,,37.0,54.0,40.0
2019,36.0,,,,
2019,65.0,,,35.0,39.0
2019,75.0,,,50.0,38.0
2019,45.0,,,,
2019,40.0,,,,
2019,82.0,,42.0,90.0,50.0
2019,38.0,,33.0,41.0,
2019,32.0,,,,
2019,32.0,,,,
2019,56.0,,32.0,51.0,37.0
2019,99.0,,38.0,79.0,56.0
2019,37.0,,,,30.0
2019,40.0,,,34.0,
2019,54.0,,40.0,51.0,36.0
2019,33.0,,,,
2019,97.0,,45.0,58.0,61.0
2019,40.0,,,,
2019,38.0,,,,
2019,37.0,,,,
2019,64.0,,30.0,45.0,35.0
2019,78.0,,,73.0,46.0
2019,34.0,,,,
2019,31.0,,,,
2019,93.0,,48.0,78.0,53.0
2019,96.0,,61.0,69.0,57.0
2019,65.0,,,,
2019,40.0,,,44.0,
2019,94.0,,59.0,69.0,60.0
2019,224.0,,110.0,138.0,131.0
2019,165.0,,91.0,146.0,108.0
2019,102.0,,74.0,97.0,68.0
2019,165.0,,82.0,118.0,109.0
2019,102.0,,66.0,84.0,62.0
2019,85.0,,91.0,104.0,48.0
2019,94.0,,74.0,90.0,55.0
2019,112.0,,64.0,88.0,69.0
2019,84.0,,49.0,70.0,58.0
2019,168.0,,85.0,100.0,97.0
2019,149.0,,77.0,115.0,106.0
2019,373.0,,189.0,231.0,213.0
2019,193.0,,98.0,138.0,113.0
2019,112.0,,64.0,78.0,62.0
2019,170.0,,116.0,153.0,109.0
2019,119.0,,83.0,114.0,79.0
2019,132.0,,73.0,116.0,87.0
2019,203.0,,109.0,152.0,125.0
2019,58.0,,37.0,56.0,42.0
2019,120.0,,72.0,113.0,62.0
2019,83.0,,50.0,68.0,63.0
2019,146.0,,80.0,115.0,88.0
2019,551.0,,317.0,406.0,333.0
2019,186.0,,117.0,130.0,117.0
2019,67.0,,49.0,70.0,45.0
2019,189.0,,128.0,152.0,126.0
2019,151.0,,77.0,123.0,88.0
2019,87.0,,62.0,58.0,52.0
2019,101.0,,53.0,84.0,59.0
2019,8260.0,,4690.0,6378.0,5012.0
2019,121.0,,73.0,99.0,74.0
2019,35.0,,,33.0,
2019,102.0,,71.0,85.0,64.0
2019,565.0,,229.0,365.0,316.0
2019,75.0,,36.0,68.0,44.0
2019,1023.0,,453.0,680.0,618.0
2019,43.0,,,,
2019,1953.0,,954.0,1391.0,1198.0
2019,4130.0,,2700.0,3430.0,2522.0
2019,63.0,,39.0,66.0,43.0
2019,244.0,,160.0,212.0,151.0
2019,167.0,,88.0,128.0,101.0
2019,93.0,,80.0,96.0,51.0
2019,161.0,,113.0,130.0,96.0
2019,131.0,,82.0,113.0,83.0
2019,895.0,,364.0,654.0,522.0
2019,107.0,,60.0,68.0,68.0
2019,79.0,,48.0,77.0,44.0
2019,95.0,,45.0,51.0,58.0
2019,134.0,,39.0,46.0,60.0
2019,322.0,,196.0,261.0,217.0
2019,197.0,,112.0,156.0,119.0
2019,133.0,,59.0,78.0,75.0
2019,124.0,,94.0,112.0,71.0
2019,234.0,,136.0,204.0,141.0
2019,148.0,,92.0,113.0,79.0
2019,106.0,,44.0,88.0,67.0
2019,190.0,,90.0,107.0,108.0
2019,125.0,,90.0,121.0,75.0
2019,98.0,,78.0,86.0,63.0
2019,77.0,,35.0,61.0,56.0
2019,196.0,,93.0,110.0,115.0
2019,91.0,,35.0,71.0,46.0
2019,52.0,,,34.0,30.0
2019,78.0,,50.0,74.0,42.0
2019,52.0,,41.0,50.0,39.0
2019,51.0,,34.0,67.0,33.0
2019,112.0,,51.0,74.0,76.0
2019,,,,33.0,
2019,49.0,,31.0,53.0,
2019,47.0,,,34.0,41.0
2019,73.0,,45.0,58.0,41.0
2019,289.0,,153.0,187.0,166.0
2019,67.0,,58.0,59.0,39.0
2019,32.0,,,36.0,
2019,83.0,,,58.0,53.0
2019,97.0,,44.0,55.0,50.0
2019,64.0,,44.0,56.0,37.0
2019,45.0,,38.0,35.0,
2019,44.0,,31.0,33.0,
2019,78.0,,47.0,66.0,51.0
2019,53.0,,46.0,43.0,
2019,46.0,,42.0,54.0,31.0
2019,439.0,,185.0,347.0,268.0
2019,58.0,,30.0,39.0,40.0
2019,40.0,,,35.0,
2019,51.0,,,,35.0
2019,80.0,,36.0,55.0,45.0
2019,40.0,,,38.0,30.0
2019,56.0,,,47.0,30.0
2019,46.0,,46.0,49.0,33.0
2019,4054.0,,2229.0,3089.0,2424.0
2019,4206.0,,2461.0,3289.0,2588.0
2019,89.0,,41.0,62.0,50.0
2019,40.0,,34.0,53.0,
2019,70.0,,60.0,53.0,48.0
2019,85.0,,40.0,59.0,52.0
2019,456.0,,179.0,307.0,254.0
2019,49.0,,30.0,,
2019,39.0,,,42.0,
2019,44.0,,,,
2019,69.0,,,,33.0
2019,148.0,,95.0,136.0,95.0
2019,104.0,,64.0,78.0,66.0
2019,174.0,,101.0,125.0,122.0
2019,72.0,,,36.0,40.0
2019,110.0,,62.0,99.0,64.0
2019,78.0,,43.0,54.0,45.0
2019,47.0,,,35.0,
2019,55.0,,,50.0,32.0
2019,49.0,,32.0,,
2019,96.0,,52.0,82.0,67.0
2019,42.0,,,30.0,30.0
2019,102.0,,61.0,62.0,62.0
2019,81.0,,39.0,64.0,53.0
2019,42.0,,37.0,39.0,30.0
2019,92.0,,41.0,57.0,56.0
2019,45.0,,,33.0,
2019,42.0,,43.0,48.0,
2019,56.0,,44.0,54.0,33.0
2019,43.0,,,,
2019,91.0,,53.0,77.0,48.0
2019,30.0,,,38.0,
2019,73.0,,38.0,63.0,42.0
2019,42.0,,,,
2019,111.0,,58.0,60.0,60.0
2019,106.0,,80.0,105.0,68.0
2019,80.0,,62.0,68.0,49.0
2019,79.0,,53.0,55.0,47.0
2019,51.0,,37.0,43.0,34.0
2019,274.0,,101.0,186.0,152.0
2019,34.0,,,38.0,
2019,544.0,,218.0,329.0,310.0
2019,944.0,,451.0,672.0,562.0
2019,1984.0,,1297.0,1663.0,1210.0
2019,35.0,,,32.0,
2019,128.0,,66.0,97.0,79.0
2019,51.0,,34.0,42.0,30.0
2019,291.0,,128.0,179.0,164.0
2019,41.0,,,30.0,
2019,479.0,,235.0,351.0,308.0
2019,1009.0,,503.0,719.0,636.0
2019,2146.0,,1403.0,1767.0,1312.0
2019,,,,34.0,
2019,116.0,,94.0,115.0,72.0
2019,35.0,,,,
2019,116.0,,33.0,54.0,64.0
2019,361.0,,167.0,249.0,226.0
2019,452.0,,317.0,410.0,289.0
2019,760.0,,344.0,445.0,461.0
2019,33.0,,,,
2019,48.0,,,32.0,35.0
2019,61.0,,42.0,65.0,41.0
2019,38.0,,,,
2019,71.0,,39.0,55.0,50.0
2019,57.0,,,,
2019,60.0,,39.0,57.0,39.0
2019,79.0,,41.0,63.0,60.0
2019,46.0,,,,
2019,47.0,,,,
2019,69.0,,,,43.0
2019,85.0,,42.0,52.0,45.0
2019,148.0,,90.0,110.0,87.0
2019,42.0,,,,
2019,41.0,,,,31.0
2019,91.0,,52.0,69.0,51.0
2019,91.0,,53.0,59.0,46.0
2019,122.0,,90.0,119.0,85.0
2019,67.0,,40.0,56.0,45.0
2019,69.0,,54.0,78.0,48.0
2019,135.0,,78.0,105.0,79.0
2019,32.0,,,31.0,
2019,44.0,,,,
2019,66.0,,46.0,67.0,38.0
2019,60.0,,39.0,56.0,45.0
2019,37.0,,,,
2019,90.0,,56.0,78.0,54.0
2019,33.0,,,,
2019,56.0,,,40.0,31.0
2019,280.0,,143.0,209.0,171.0
2019,162.0,,106.0,111.0,106.0
2019,124.0,,83.0,92.0,75.0
2019,94.0,,32.0,71.0,52.0
2019,236.0,,103.0,163.0,148.0
2019,851.0,,510.0,644.0,528.0
2019,403.0,,323.0,420.0,254.0
2019,61.0,,30.0,42.0,32.0
2019,46.0,,,,
2019,94.0,,31.0,57.0,53.0
2019,368.0,,295.0,370.0,232.0
2019,54.0,,,34.0,
2019,157.0,,83.0,129.0,100.0
2019,223.0,,163.0,214.0,153.0
2019,379.0,,181.0,237.0,227.0
2019,53.0,,,31.0,
2019,111.0,,57.0,84.0,80.0
2019,266.0,,149.0,195.0,168.0
2019,416.0,,258.0,333.0,262.0
2019,63.0,,,,38.0
2019,104.0,,47.0,69.0,64.0
2019,246.0,,96.0,142.0,143.0
2019,409.0,,326.0,360.0,232.0
2019,,,,35.0,
2019,56.0,,35.0,49.0,33.0
2019,75.0,,30.0,44.0,44.0
2019,181.0,,60.0,113.0,112.0
2019,473.0,,352.0,409.0,293.0
2019,65.0,,36.0,38.0,36.0
2019,32.0,,,,
2019,93.0,,35.0,55.0,60.0
2019,469.0,,286.0,428.0,298.0
2019,46.0,,,,
2019,157.0,,72.0,92.0,81.0
2019,73.0,,34.0,33.0,43.0
2019,65.0,,,44.0,40.0
2019,33.0,,,,
2019,52.0,,44.0,43.0,
2019,108.0,,43.0,67.0,59.0
2019,200.0,,87.0,150.0,112.0
2019,458.0,,179.0,277.0,283.0
2019,806.0,,590.0,714.0,456.0
2019,61.0,,36.0,50.0,34.0
2019,121.0,,55.0,93.0,73.0
2019,148.0,,64.0,77.0,87.0
2019,338.0,,132.0,205.0,193.0
2019,876.0,,675.0,829.0,547.0
2019,39.0,,39.0,42.0,
2019,126.0,,66.0,80.0,68.0
2019,78.0,,32.0,41.0,45.0
2019,37.0,,30.0,35.0,
2019,187.0,,66.0,112.0,113.0
2019,44.0,,,45.0,
2019,62.0,,,,35.0
2019,204.0,,84.0,120.0,126.0
2019,229.0,,154.0,196.0,136.0
2019,381.0,,163.0,208.0,234.0
2019,41.0,,,40.0,
2019,125.0,,46.0,79.0,68.0
2019,252.0,,111.0,192.0,152.0
2019,435.0,,252.0,311.0,266.0
2019,45.0,,,40.0,
2019,96.0,,40.0,81.0,48.0
2019,212.0,,83.0,135.0,140.0
2019,397.0,,264.0,354.0,224.0
2019,837.0,,581.0,798.0,530.0
2019,45.0,,,,
2019,518.0,,260.0,387.0,320.0
2019,69.0,,78.0,82.0,40.0
2019,38.0,,,,
2019,40.0,,,36.0,
2019,30.0,,,,
2019,31.0,,,,
2019,30.0,,,,
2019,76.0,,39.0,47.0,43.0
2019,50.0,,,32.0,32.0
2019,40.0,,,,
2019,39.0,,,39.0,
2019,124.0,,56.0,79.0,67.0
2019,42.0,,32.0,34.0,
2019,39.0,,,,
2019,30.0,,,,
2019,160.0,,64.0,127.0,86.0
2019,65.0,,34.0,49.0,43.0
2019,45.0,,,,
2019,33.0,,,36.0,
2019,36.0,,,34.0,
2019,,,,30.0,
2019,52.0,,,,31.0
2019,36.0,,,30.0,
2019,,,,32.0,
2019,43.0,,,,
2019,76.0,,45.0,41.0,43.0
2019,45.0,,,40.0,
2019,36.0,,,39.0,
2019,122.0,,67.0,78.0,74.0
2019,63.0,,,43.0,34.0
2019,33.0,,,34.0,
2019,43.0,,,,
2019,189.0,,79.0,122.0,114.0
2019,201.0,,79.0,158.0,111.0
2019,62.0,,51.0,62.0,43.0
2019,73.0,,37.0,59.0,53.0
2019,55.0,,,40.0,33.0
2019,41.0,,,30.0,30.0
2019,51.0,,,48.0,33.0
2019,40.0,,,,
2019,31.0,,,,
2019,42.0,,,,
2019,49.0,,,,
2019,36.0,,,,
2019,46.0,,,,
2019,31.0,,,,
2019,48.0,,,46.0,33.0
2019,75.0,,42.0,55.0,47.0
2019,42.0,,,40.0,
2019,33.0,,,,
2019,38.0,,,,
2019,39.0,,,30.0,
2019,34.0,,,41.0,
2019,113.0,,73.0,92.0,70.0
2019,42.0,,,,
2019,44.0,,,,
2019,46.0,,,,31.0
2019,38.0,,31.0,34.0,
2019,36.0,,,30.0,
2019,49.0,,,39.0,
2019,74.0,,43.0,50.0,44.0
2019,39.0,,,,
2019,32.0,,31.0,30.0,
2019,109.0,,67.0,89.0,56.0
2019,62.0,,,,
2019,62.0,,,60.0,40.0
2019,121.0,,77.0,79.0,81.0
2019,117.0,,76.0,100.0,82.0
2019,33.0,,,,
2019,83.0,,54.0,64.0,54.0
2019,53.0,,,,
2019,94.0,,65.0,81.0,55.0
2019,30.0,,,,
2019,72.0,,42.0,57.0,38.0
2019,100.0,,68.0,104.0,61.0
2019,66.0,,43.0,63.0,38.0
2019,67.0,,31.0,56.0,43.0
2019,35.0,,,,
2019,70.0,,49.0,47.0,40.0
2019,102.0,,76.0,86.0,65.0
2019,31.0,,,37.0,
2019,30.0,,,,
2019,31.0,,,,
2019,31.0,,,,
2019,30.0,,,,
2019,120.0,,80.0,83.0,74.0
2019,120.0,,67.0,110.0,73.0
2019,68.0,,62.0,71.0,45.0
2019,77.0,,,48.0,50.0
2019,30.0,,,,
2019,76.0,,49.0,63.0,50.0
2019,69.0,,52.0,69.0,38.0
2019,66.0,,33.0,44.0,49.0
2019,44.0,,33.0,,
2019,64.0,,,53.0,37.0
2019,40.0,,32.0,48.0,
2019,158.0,,56.0,97.0,93.0
2019,34.0,,,,
2019,41.0,,,30.0,30.0
2019,30.0,,,,
2019,44.0,,35.0,42.0,
2019,30.0,,,,
2019,53.0,,45.0,45.0,34.0
2019,,,,34.0,
2019,43.0,,,37.0,
2019,,,,34.0,
2019,,,,33.0,
2019,41.0,,,,
2019,71.0,,48.0,58.0,48.0
2019,38.0,,,36.0,
2019,74.0,,31.0,37.0,35.0
2019,55.0,,,44.0,33.0
2019,57.0,,35.0,32.0,34.0
2019,35.0,,,34.0,
2019,46.0,,,,
2019,464.0,,172.0,332.0,275.0
2019,128.0,,47.0,89.0,72.0
2019,81.0,,61.0,83.0,47.0
2019,200.0,,102.0,157.0,111.0
2019,47.0,,42.0,43.0,
2019,78.0,,51.0,67.0,45.0
2019,42.0,,38.0,35.0,
2019,98.0,,52.0,63.0,61.0
2019,31.0,,,,
2020,,,,30.0,
2020,53.0,,,47.0,30.0
2020,59.0,,36.0,50.0,32.0
2020,36.0,,,,
2020,54.0,,47.0,66.0,33.0
2020,,,32.0,31.0,
2020,41.0,,,32.0,
2020,42.0,,,,
2020,57.0,,,41.0,38.0
2020,100.0,,77.0,76.0,59.0
2020,35.0,,,,
2020,85.0,,41.0,65.0,55.0
2020,37.0,,,,
2020,40.0,,,43.0,
2020,49.0,,30.0,,
2020,46.0,,,43.0,32.0
2020,40.0,,,,
2020,134.0,,79.0,95.0,76.0
2020,32.0,,,,
2020,34.0,,,34.0,
2020,,,35.0,40.0,
2020,96.0,,57.0,70.0,65.0
2020,49.0,,,43.0,
2020,30.0,,,,
2020,40.0,,,31.0,30.0
2020,38.0,,,,
2020,59.0,,36.0,40.0,35.0
2020,69.0,,,38.0,38.0
2020,39.0,,,37.0,
2020,89.0,,59.0,84.0,56.0
2020,90.0,,66.0,91.0,51.0
2020,48.0,,,,32.0
2020,35.0,,,40.0,
2020,35.0,,,,
2020,66.0,,,64.0,40.0
2020,71.0,,43.0,63.0,38.0
2020,62.0,,44.0,53.0,46.0
2020,30.0,,,,
2020,77.0,,45.0,77.0,50.0
2020,95.0,,58.0,95.0,57.0
2020,117.0,,70.0,106.0,74.0
2020,57.0,,36.0,46.0,38.0
2020,31.0,,,34.0,
2020,120.0,,74.0,97.0,69.0
2020,38.0,,,33.0,
2020,135.0,,61.0,78.0,79.0
2020,31.0,,,38.0,
2020,31.0,,,,
2020,81.0,,33.0,61.0,49.0
2020,111.0,,76.0,102.0,68.0
2020,153.0,,78.0,97.0,90.0
2020,67.0,,30.0,38.0,46.0
2020,52.0,,,,
2020,56.0,,,,
2020,36.0,,,,
2020,32.0,,,34.0,
2020,59.0,,36.0,50.0,35.0
2020,33.0,,,,
2020,219.0,,123.0,173.0,133.0
2020,495.0,,209.0,356.0,296.0
2020,90.0,,52.0,84.0,56.0
2020,49.0,,33.0,34.0,33.0
2020,36.0,,,,
2020,32.0,,,,
2020,49.0,,,37.0,
2020,40.0,,,31.0,
2020,56.0,,,,39.0
2020,53.0,,,,
2020,50.0,,30.0,32.0,30.0
2020,38.0,,,,
2020,43.0,,,,
2020,70.0,,,42.0,42.0
2020,72.0,,34.0,61.0,39.0
2020,55.0,,,,39.0
2020,36.0,,,,
2020,31.0,,,,
2020,33.0,,,,
2020,135.0,,73.0,102.0,76.0
2020,,,,31.0,
2020,33.0,,,,
2020,34.0,,,,
2020,38.0,,,,30.0
2020,,,,31.0,
2020,41.0,,36.0,44.0,
2020,43.0,,,37.0,
2020,72.0,,36.0,56.0,45.0
2020,90.0,,46.0,72.0,56.0
2020,35.0,,,,
2020,217.0,,114.0,160.0,136.0
2020,45.0,,,,
2020,64.0,,30.0,45.0,38.0
2020,89.0,,59.0,77.0,54.0
2020,36.0,,,51.0,
2020,37.0,,,,
2020,30.0,,,,
2020,31.0,,,,
2020,73.0,,45.0,41.0,46.0
2020,215.0,,83.0,144.0,128.0
2020,40.0,,,,
2020,35.0,,,,
2020,41.0,,,36.0,
2020,126.0,,66.0,85.0,79.0
2020,39.0,,,,
2020,38.0,,,,
2020,32.0,,,,
2020,44.0,,,33.0,
2020,35.0,,,,
2020,47.0,,,,32.0
2020,61.0,,40.0,43.0,36.0
2020,30.0,,,,
2020,43.0,,,,
2020,,,,30.0,
2020,,,,35.0,
2020,50.0,,,,34.0
2020,42.0,,,,
2020,42.0,,,43.0,
2020,36.0,,,,
2020,70.0,,,40.0,40.0
2020,54.0,,,41.0,31.0
2020,47.0,,,35.0,31.0
2020,79.0,,35.0,50.0,54.0
2020,233.0,,92.0,140.0,140.0
2020,35.0,,,,
2020,37.0,,,,
2020,30.0,,,,
2020,33.0,,,,
2020,31.0,,,,
2020,52.0,,35.0,31.0,
2020,79.0,,47.0,74.0,43.0
2020,168.0,,71.0,115.0,91.0
2020,45.0,,,,
2020,448.0,,158.0,248.0,283.0
2020,267.0,,165.0,234.0,177.0
2020,184.0,,93.0,129.0,109.0
2020,55.0,,,,30.0
2020,41.0,,38.0,38.0,
2020,773.0,,566.0,815.0,478.0
2020,150.0,,66.0,98.0,85.0
2020,96.0,,31.0,54.0,59.0
2020,126.0,,64.0,101.0,76.0
2020,50.0,,43.0,43.0,33.0
2020,847.0,,684.0,807.0,531.0
2020,307.0,,163.0,232.0,214.0
2020,334.0,,117.0,200.0,194.0
2020,104.0,,53.0,64.0,55.0
2020,44.0,,34.0,44.0,
2020,893.0,,555.0,767.0,537.0
2020,477.0,,211.0,295.0,273.0
2020,248.0,,93.0,148.0,158.0
2020,132.0,,48.0,65.0,84.0
2020,58.0,,37.0,39.0,31.0
2020,877.0,,500.0,639.0,504.0
2020,565.0,,309.0,447.0,383.0
2020,320.0,,156.0,203.0,176.0
2020,92.0,,46.0,64.0,54.0
2020,38.0,,,,
2020,44.0,,,30.0,31.0
2020,138.0,,71.0,90.0,79.0
2020,466.0,,251.0,304.0,266.0
2020,70.0,,30.0,,46.0
2020,111.0,,53.0,81.0,76.0
2020,46.0,,,,
2020,71.0,,34.0,50.0,45.0
2020,437.0,,347.0,459.0,278.0
2020,180.0,,67.0,97.0,105.0
2020,60.0,,41.0,51.0,34.0
2020,33.0,,,,
2020,493.0,,291.0,402.0,295.0
2020,252.0,,130.0,165.0,151.0
2020,137.0,,40.0,67.0,82.0
2020,62.0,,,36.0,38.0
2020,32.0,,,,
2020,411.0,,249.0,335.0,238.0
2020,258.0,,146.0,215.0,169.0
2020,152.0,,85.0,88.0,85.0
2020,47.0,,,40.0,30.0
2020,393.0,,174.0,247.0,234.0
2020,227.0,,147.0,227.0,142.0
2020,159.0,,80.0,105.0,106.0
2020,41.0,,,35.0,
2020,378.0,,269.0,373.0,247.0
2020,78.0,,33.0,43.0,45.0
2020,50.0,,,,35.0
2020,55.0,,30.0,51.0,31.0
2020,410.0,,337.0,348.0,253.0
2020,154.0,,50.0,103.0,89.0
2020,78.0,,30.0,39.0,45.0
2020,52.0,,,33.0,31.0
2020,400.0,,264.0,365.0,242.0
2020,225.0,,81.0,130.0,122.0
2020,841.0,,332.0,495.0,517.0
2020,130.0,,68.0,125.0,84.0
2020,494.0,,312.0,461.0,319.0
2020,96.0,,,59.0,49.0
2020,70.0,,48.0,66.0,41.0
2020,42.0,,,,
2020,36.0,,,34.0,
2020,144.0,,75.0,101.0,92.0
2020,90.0,,50.0,60.0,49.0
2020,33.0,,,,
2020,78.0,,42.0,64.0,50.0
2020,138.0,,74.0,111.0,97.0
2020,101.0,,57.0,68.0,61.0
2020,108.0,,51.0,75.0,67.0
2020,41.0,,,33.0,
2020,63.0,,,,38.0
2020,154.0,,72.0,102.0,85.0
2020,66.0,,50.0,48.0,39.0
2020,50.0,,41.0,49.0,32.0
2020,40.0,,,,
2020,41.0,,,,
2020,90.0,,46.0,63.0,63.0
2020,54.0,,33.0,67.0,30.0
2020,38.0,,,,
2020,46.0,,42.0,58.0,
2020,31.0,,38.0,32.0,
2020,56.0,,,,31.0
2020,98.0,,53.0,66.0,57.0
2020,72.0,,72.0,84.0,49.0
2020,90.0,,48.0,60.0,53.0
2020,61.0,,50.0,66.0,41.0
2020,68.0,,36.0,62.0,50.0
2020,58.0,,30.0,36.0,
2020,39.0,,,,
2020,109.0,,61.0,82.0,62.0
2020,47.0,,,48.0,
2020,44.0,,,35.0,
2020,123.0,,93.0,98.0,74.0
2020,48.0,,,39.0,38.0
2020,2129.0,,1358.0,1885.0,1276.0
2020,989.0,,523.0,759.0,607.0
2020,554.0,,263.0,338.0,331.0
2020,36.0,,,37.0,
2020,273.0,,128.0,192.0,156.0
2020,68.0,,37.0,36.0,45.0
2020,114.0,,81.0,96.0,72.0
2020,39.0,,,,
2020,2102.0,,1279.0,1638.0,1291.0
2020,1031.0,,492.0,742.0,647.0
2020,591.0,,261.0,391.0,356.0
2020,46.0,,,32.0,
2020,277.0,,109.0,161.0,162.0
2020,58.0,,40.0,45.0,36.0
2020,73.0,,49.0,67.0,51.0
2020,52.0,,50.0,62.0,38.0
2020,104.0,,63.0,81.0,59.0
2020,99.0,,49.0,56.0,48.0
2020,38.0,,,,
2020,85.0,,49.0,65.0,49.0
2020,33.0,,,,
2020,39.0,,,,
2020,44.0,,44.0,70.0,
2020,116.0,,95.0,121.0,77.0
2020,157.0,,113.0,98.0,107.0
2020,287.0,,166.0,247.0,170.0
2020,343.0,,173.0,234.0,215.0
2020,36.0,,,,
2020,99.0,,54.0,88.0,63.0
2020,136.0,,92.0,125.0,87.0
2020,55.0,,40.0,39.0,
2020,53.0,,35.0,47.0,30.0
2020,45.0,,30.0,43.0,
2020,56.0,,30.0,38.0,35.0
2020,70.0,,42.0,63.0,49.0
2020,54.0,,32.0,50.0,30.0
2020,94.0,,48.0,71.0,62.0
2020,83.0,,40.0,52.0,58.0
2020,53.0,,,48.0,
2020,97.0,,50.0,95.0,61.0
2020,57.0,,,35.0,
2020,58.0,,31.0,33.0,43.0
2020,52.0,,,41.0,36.0
2020,30.0,,,35.0,
2020,67.0,,49.0,60.0,44.0
2020,86.0,,49.0,69.0,58.0
2020,56.0,,31.0,36.0,30.0
2020,108.0,,64.0,99.0,67.0
2020,171.0,,104.0,132.0,100.0
2020,71.0,,,,34.0
2020,39.0,,,,
2020,45.0,,,31.0,35.0
2020,52.0,,35.0,41.0,33.0
2020,492.0,,195.0,322.0,286.0
2020,84.0,,39.0,61.0,47.0
2020,90.0,,43.0,56.0,56.0
2020,45.0,,34.0,30.0,
2020,88.0,,64.0,68.0,58.0
2020,117.0,,64.0,97.0,75.0
2020,60.0,,31.0,65.0,37.0
2020,95.0,,39.0,59.0,67.0
2020,184.0,,96.0,111.0,103.0
2020,63.0,,32.0,58.0,43.0
2020,112.0,,53.0,88.0,67.0
2020,202.0,,99.0,138.0,133.0
2020,69.0,,,,
2020,47.0,,,,
2020,34.0,,,,
2020,61.0,,35.0,45.0,36.0
2020,488.0,,260.0,359.0,305.0
2020,66.0,,45.0,58.0,45.0
2020,88.0,,42.0,63.0,57.0
2020,45.0,,,30.0,
2020,89.0,,53.0,67.0,49.0
2020,56.0,,,41.0,39.0
2020,34.0,,32.0,30.0,
2020,60.0,,37.0,48.0,36.0
